idx,act_tor,tar_tor,act_pos,tar_pos,diff_pos,tar_vel,act_vel,calc_vel,tar_accel,tar_power(W),act_power(W)
11921,-9.759,-6.689,50.826,-1072890.000,1072850.826,-9.902,-9.497,-12.530,-168.124,1.156,1.618
11922,-9.869,-12.281,50.825,-1072980.000,1072940.825,-9.944,-8.989,-6.719,-167.884,2.132,1.548
11923,-9.759,-8.772,50.822,-1073070.000,1073030.822,-9.986,-9.370,-10.351,-167.642,1.529,1.596
11924,-9.650,-7.566,50.820,-1073160.000,1073120.820,-10.028,-9.534,-10.351,-167.400,1.324,1.606
11925,-9.540,-9.869,50.818,-1073250.000,1073210.818,-10.070,-9.352,-7.990,-167.157,1.735,1.557
11926,-9.211,-10.966,50.815,-1073340.000,1073300.815,-10.112,-9.279,-9.261,-166.912,1.935,1.492
11927,-9.430,-7.347,50.813,-1073430.000,1073390.813,-10.153,-9.679,-10.532,-166.667,1.302,1.593
11928,-9.321,-8.334,50.810,-1073520.000,1073480.810,-10.195,-9.624,-10.532,-166.420,1.483,1.566
11929,-9.101,-8.334,50.807,-1073610.000,1073570.807,-10.237,-9.661,-10.532,-166.172,1.489,1.535
11930,-8.992,-8.334,50.805,-1073700.000,1073660.805,-10.278,-9.697,-8.172,-165.923,1.495,1.522
11931,-8.992,-10.856,50.803,-1073790.000,1073750.803,-10.320,-9.497,-10.532,-165.673,1.955,1.490
11932,-8.882,-9.540,50.801,-1073880.000,1073840.801,-10.361,-9.661,-8.353,-165.422,1.725,1.498
11933,-8.553,-7.237,50.797,-1073970.000,1073930.797,-10.402,-9.933,-13.075,-165.170,1.314,1.483
11934,-8.334,-10.966,50.796,-1074060.000,1074020.796,-10.444,-9.606,-7.082,-164.917,1.999,1.397
11935,-8.553,-9.540,50.793,-1074150.000,1074110.793,-10.485,-9.788,-9.806,-164.662,1.746,1.461
11936,-8.772,-8.663,50.790,-1074240.000,1074200.790,-10.526,-9.915,-10.532,-164.407,1.591,1.518
11937,-8.444,-7.018,50.784,-1074330.000,1074290.784,-10.567,-10.115,-26.512,-164.150,1.294,1.491
11938,-8.663,-10.966,50.783,-1074420.000,1074380.783,-10.608,-9.770,-3.632,-163.892,2.030,1.477
11939,-8.772,-8.553,50.780,-1074510.000,1074470.780,-10.649,-10.042,-10.896,-163.634,1.590,1.538
11940,-8.663,-11.075,50.778,-1074600.000,1074560.778,-10.690,-9.842,-8.535,-163.374,2.066,1.488
11941,-8.772,-6.470,50.775,-1074690.000,1074650.775,-10.731,-10.333,-13.256,-163.113,1.212,1.582
11942,-8.663,-12.610,50.773,-1074780.000,1074740.773,-10.771,-9.770,-7.445,-162.851,2.371,1.477
11943,-8.663,-9.101,50.770,-1074870.000,1074830.770,-10.812,-10.151,-10.896,-162.587,1.718,1.535
11944,-8.882,-8.224,50.767,-1074960.000,1074920.767,-10.853,-10.278,-11.077,-162.323,1.558,1.593
11945,-8.882,-10.637,50.765,-1075050.000,1075010.765,-10.893,-10.078,-8.535,-162.058,2.022,1.562
11946,-8.772,-11.953,50.763,-1075140.000,1075100.763,-10.934,-9.988,-9.988,-161.791,2.281,1.529
11947,-8.772,-8.553,50.760,-1075230.000,1075190.760,-10.974,-10.369,-11.077,-161.524,1.638,1.588
11948,-8.772,-9.650,50.757,-1075320.000,1075280.757,-11.014,-10.296,-11.259,-161.255,1.855,1.576
11949,-8.772,-9.869,50.754,-1075410.000,1075370.754,-11.055,-10.314,-11.077,-160.985,1.904,1.579
11950,-8.992,-10.088,50.752,-1075500.000,1075460.752,-11.095,-10.333,-8.716,-160.714,1.954,1.622
11951,-8.992,-12.501,50.749,-1075590.000,1075550.749,-11.135,-10.133,-11.259,-160.442,2.429,1.590
11952,-9.101,-11.404,50.747,-1075680.000,1075640.747,-11.175,-10.278,-8.898,-160.169,2.224,1.633
11953,-9.101,-8.882,50.744,-1075770.000,1075730.744,-11.215,-10.569,-13.801,-159.895,1.739,1.679
11954,-8.992,-12.830,50.742,-1075860.000,1075820.742,-11.255,-10.224,-7.627,-159.620,2.520,1.604
11955,-9.101,-11.514,50.739,-1075950.000,1075910.739,-11.295,-10.387,-10.169,-159.344,2.270,1.650
11956,-9.321,-10.417,50.736,-1076040.000,1076000.736,-11.335,-10.532,-11.440,-159.067,2.061,1.713
11957,-9.430,-10.527,50.734,-1076130.000,1076090.734,-11.375,-10.569,-11.440,-158.788,2.090,1.740
11958,-9.540,-14.365,50.732,-1076220.000,1076180.732,-11.414,-10.224,-7.808,-158.509,2.862,1.702
11959,-9.650,-12.939,50.728,-1076310.000,1076270.728,-11.454,-10.405,-12.893,-158.228,2.587,1.752
11960,-9.540,-10.417,50.725,-1076400.000,1076360.725,-11.493,-10.696,-11.622,-157.946,2.090,1.781
11961,-9.430,-12.939,50.723,-1076490.000,1076450.723,-11.533,-10.478,-9.080,-157.663,2.605,1.725
11962,-9.650,-7.786,50.720,-1076580.000,1076540.720,-11.572,-11.023,-14.346,-157.380,1.572,1.856
11963,-9.869,-14.365,50.718,-1076670.000,1076630.718,-11.611,-10.423,-7.808,-157.095,2.911,1.795
11964,-10.088,-10.417,50.715,-1076760.000,1076720.715,-11.651,-10.841,-11.803,-156.809,2.118,1.909
11965,-10.088,-8.992,50.712,-1076850.000,1076810.712,-11.690,-11.023,-11.985,-156.521,1.835,1.941
11966,-9.979,-11.624,50.709,-1076940.000,1076900.709,-11.729,-10.805,-9.261,-156.233,2.379,1.882
11967,-9.869,-12.939,50.707,-1077030.000,1076990.707,-11.768,-10.714,-10.532,-155.944,2.658,1.845
11968,-9.869,-8.882,50.704,-1077120.000,1077080.704,-11.807,-11.150,-12.167,-155.654,1.830,1.921
11969,-9.650,-10.198,50.701,-1077210.000,1077170.701,-11.846,-11.059,-11.985,-155.362,2.108,1.863
11970,-9.759,-9.979,50.698,-1077300.000,1077260.698,-11.885,-11.113,-12.167,-155.070,2.070,1.893
11971,-9.759,-10.198,50.695,-1077390.000,1077350.695,-11.923,-11.132,-9.261,-154.776,2.122,1.896
11972,-9.759,-12.830,50.692,-1077480.000,1077440.692,-11.962,-10.914,-12.167,-154.482,2.679,1.859
11973,-9.650,-11.404,50.690,-1077570.000,1077530.690,-12.001,-11.095,-9.624,-154.186,2.389,1.869
11974,-9.650,-8.772,50.686,-1077660.000,1077620.686,-12.039,-11.386,-14.709,-153.889,1.843,1.918
11975,-9.540,-12.830,50.684,-1077750.000,1077710.684,-12.078,-11.023,-8.353,-153.591,2.704,1.835
11976,-9.430,-11.624,50.681,-1077840.000,1077800.681,-12.116,-11.186,-10.896,-153.292,2.458,1.841
11977,-9.540,-10.088,50.678,-1077930.000,1077890.678,-12.154,-11.368,-12.348,-152.992,2.140,1.893
11978,-9.540,-10.308,50.675,-1078020.000,1077980.675,-12.192,-11.386,-12.348,-152.691,2.193,1.896
11979,-9.430,-14.584,50.673,-1078110.000,1078070.673,-12.230,-11.004,-8.172,-152.389,3.113,1.811
11980,-9.540,-13.268,50.670,-1078200.000,1078160.670,-12.269,-11.168,-13.801,-152.086,2.841,1.860
11981,-9.759,-10.308,50.667,-1078290.000,1078250.667,-12.307,-11.495,-12.530,-151.782,2.214,1.958
11982,-9.869,-13.268,50.664,-1078380.000,1078340.664,-12.344,-11.241,-9.624,-151.476,2.859,1.936
11983,-9.759,-7.786,50.660,-1078470.000,1078430.660,-12.382,-11.822,-15.435,-151.170,1.683,2.014
11984,-10.088,-14.584,50.658,-1078560.000,1078520.658,-12.420,-11.186,-8.353,-150.863,3.161,1.970
11985,-10.198,-10.746,50.655,-1078650.000,1078610.655,-12.458,-11.604,-12.530,-150.554,2.337,2.065
11986,-10.308,-9.211,50.652,-1078740.000,1078700.652,-12.495,-11.785,-12.711,-150.244,2.009,2.120
11987,-10.527,-8.663,50.645,-1078830.000,1078790.645,-12.533,-11.876,-29.781,-149.934,1.895,2.182
11988,-10.637,-8.663,50.643,-1078920.000,1078880.643,-12.570,-11.912,-4.358,-149.622,1.901,2.211
11989,-10.856,-9.979,50.640,-1079010.000,1078970.640,-12.608,-11.822,-12.893,-149.309,2.196,2.240
11990,-10.856,-9.759,50.637,-1079100.000,1079060.637,-12.645,-11.876,-13.075,-148.996,2.154,2.250
11991,-10.637,-9.759,50.634,-1079190.000,1079150.634,-12.682,-11.912,-9.988,-148.681,2.160,2.211
11992,-10.198,-12.610,50.631,-1079280.000,1079240.631,-12.719,-11.676,-13.075,-148.365,2.799,2.078
11993,-9.979,-10.966,50.629,-1079370.000,1079330.629,-12.756,-11.876,-10.351,-148.048,2.441,2.068
11994,-9.869,-7.786,50.625,-1079460.000,1079420.625,-12.793,-12.221,-15.980,-147.730,1.738,2.105
11995,-9.759,-12.062,50.622,-1079550.000,1079510.622,-12.830,-11.840,-8.898,-147.411,2.701,2.017
11996,-9.869,-10.746,50.619,-1079640.000,1079600.619,-12.867,-12.003,-11.622,-147.091,2.413,2.068
11997,-9.869,-9.101,50.616,-1079730.000,1079690.616,-12.904,-12.203,-13.256,-146.770,2.050,2.102
11998,-9.540,-8.882,50.613,-1079820.000,1079780.613,-12.940,-12.257,-13.438,-146.447,2.006,2.041
11999,-9.759,-13.268,50.611,-1079910.000,1079870.611,-12.977,-11.858,-8.898,-146.124,3.005,2.020
12000,-9.869,-11.843,50.607,-1080000.000,1079960.607,-13.013,-12.040,-14.891,-145.800,2.690,2.074
12001,-9.869,-8.663,50.603,-1080090.000,1080050.603,-13.050,-12.385,-13.438,-145.475,1.973,2.133
12002,-9.979,-11.624,50.601,-1080180.000,1080140.601,-13.086,-12.130,-10.532,-145.148,2.655,2.113
12003,-9.759,-5.702,50.597,-1080270.000,1080230.597,-13.122,-12.748,-16.525,-144.821,1.306,2.171
12004,-9.869,-13.049,50.594,-1080360.000,1080320.594,-13.159,-12.058,-9.080,-144.492,2.997,2.077
12005,-9.869,-8.553,50.591,-1080450.000,1080410.591,-13.195,-12.530,-13.619,-144.163,1.970,2.158
12006,-9.979,-6.689,50.588,-1080540.000,1080500.588,-13.231,-12.748,-13.801,-143.832,1.545,2.220
12007,-9.759,-9.869,50.585,-1080630.000,1080590.585,-13.267,-12.475,-10.532,-143.501,2.285,2.125
12008,-9.540,-11.295,50.582,-1080720.000,1080680.582,-13.302,-12.366,-12.348,-143.168,2.622,2.059
12009,-9.430,-6.689,50.578,-1080810.000,1080770.578,-13.338,-12.857,-13.801,-142.834,1.557,2.116
12010,-9.101,-8.115,50.575,-1080900.000,1080860.575,-13.374,-12.748,-13.801,-142.500,1.894,2.025
12011,-8.772,-8.115,50.572,-1080990.000,1080950.572,-13.409,-12.784,-13.801,-142.164,1.899,1.957
12012,-8.553,-8.334,50.569,-1081080.000,1081040.569,-13.445,-12.802,-10.714,-141.827,1.956,1.911
12013,-8.772,-11.295,50.565,-1081170.000,1081130.565,-13.480,-12.548,-13.983,-141.489,2.657,1.921
12014,-8.772,-9.979,50.563,-1081260.000,1081220.563,-13.516,-12.711,-10.714,-141.151,2.354,1.946
12015,-8.772,-6.799,50.558,-1081350.000,1081310.558,-13.551,-13.056,-17.070,-140.811,1.608,1.999
12016,-8.663,-11.514,50.556,-1081440.000,1081400.556,-13.586,-12.621,-9.443,-140.470,2.730,1.908
12017,-8.663,-10.088,50.553,-1081530.000,1081490.553,-13.621,-12.802,-12.348,-140.128,2.398,1.936
12018,-8.663,-8.772,50.549,-1081620.000,1081580.549,-13.656,-12.966,-13.983,-139.785,2.091,1.960
12019,-8.772,-8.882,50.546,-1081710.000,1081670.546,-13.691,-12.984,-13.983,-139.441,2.122,1.988
12020,-8.772,-13.707,50.544,-1081800.000,1081760.544,-13.726,-12.548,-9.443,-139.096,3.284,1.921
12021,-8.772,-11.953,50.540,-1081890.000,1081850.540,-13.761,-12.748,-15.799,-138.750,2.871,1.952
12022,-8.663,-8.992,50.536,-1081980.000,1081940.536,-13.795,-13.075,-13.983,-138.403,2.165,1.977
12023,-8.663,-12.501,50.533,-1082070.000,1082030.533,-13.830,-12.766,-10.896,-138.055,3.017,1.930
12024,-8.553,-5.812,50.529,-1082160.000,1082120.529,-13.864,-13.456,-17.614,-137.706,1.406,2.009
12025,-8.882,-14.146,50.527,-1082250.000,1082210.527,-13.899,-12.675,-9.261,-137.356,3.431,1.965
12026,-9.101,-9.430,50.523,-1082340.000,1082300.523,-13.933,-13.165,-14.346,-137.005,2.293,2.091
12027,-9.101,-7.786,50.520,-1082430.000,1082390.520,-13.967,-13.365,-14.346,-136.653,1.898,2.123
12028,-9.101,-11.075,50.517,-1082520.000,1082480.517,-14.001,-13.075,-11.077,-136.300,2.706,2.077
12029,-9.321,-12.720,50.514,-1082610.000,1082570.514,-14.035,-12.948,-12.711,-135.946,3.116,2.106
12030,-9.430,-8.005,50.510,-1082700.000,1082660.510,-14.069,-13.438,-14.346,-135.591,1.966,2.212
12031,-9.321,-9.869,50.506,-1082790.000,1082750.506,-14.103,-13.293,-14.346,-135.235,2.429,2.162
12032,-9.211,-9.759,50.503,-1082880.000,1082840.503,-14.137,-13.329,-14.346,-134.878,2.408,2.143
12033,-9.540,-9.759,50.500,-1082970.000,1082930.500,-14.171,-13.365,-11.259,-134.520,2.414,2.225
12034,-9.540,-13.378,50.496,-1083060.000,1083020.496,-14.204,-13.038,-14.346,-134.161,3.317,2.171
12035,-9.430,-11.733,50.494,-1083150.000,1083110.494,-14.238,-13.238,-11.259,-133.801,2.916,2.179
12036,-9.430,-8.553,50.489,-1083240.000,1083200.489,-14.271,-13.583,-17.796,-133.440,2.130,2.236
12037,-9.759,-11.624,50.481,-1083330.000,1083290.481,-14.304,-13.311,-32.323,-133.077,2.902,2.267
12038,-10.088,-10.088,50.480,-1083420.000,1083380.480,-14.338,-13.492,-4.903,-132.714,2.524,2.376
12039,-10.308,-10.088,50.476,-1083510.000,1083470.476,-14.371,-13.529,-14.709,-132.350,2.530,2.434
12040,-10.417,-15.023,50.474,-1083600.000,1083560.474,-14.404,-13.075,-9.806,-131.985,3.777,2.377
12041,-10.417,-13.268,50.470,-1083690.000,1083650.470,-14.437,-13.274,-16.343,-131.619,3.343,2.414
12042,-10.088,-9.979,50.466,-1083780.000,1083740.466,-14.470,-13.638,-14.891,-131.252,2.520,2.401
12043,-10.088,-13.268,50.463,-1083870.000,1083830.463,-14.502,-13.347,-11.440,-130.884,3.358,2.350
12044,-10.088,-6.250,50.458,-1083960.000,1083920.458,-14.535,-14.055,-18.341,-130.515,1.586,2.475
12045,-10.308,-14.804,50.456,-1084050.000,1084010.456,-14.568,-13.256,-9.806,-130.145,3.764,2.385
12046,-10.417,-9.759,50.452,-1084140.000,1084100.452,-14.600,-13.783,-15.072,-129.774,2.487,2.506
12047,-10.527,-7.786,50.449,-1084230.000,1084190.449,-14.632,-14.001,-14.891,-129.402,1.988,2.572
12048,-10.417,-11.075,50.446,-1084320.000,1084280.446,-14.665,-13.710,-11.803,-129.029,2.835,2.493
12049,-10.417,-12.720,50.442,-1084410.000,1084370.442,-14.697,-13.583,-13.438,-128.655,3.263,2.470
12050,-10.308,-7.676,50.438,-1084500.000,1084460.438,-14.729,-14.110,-15.072,-128.280,1.973,2.538
12051,-9.979,-9.101,50.435,-1084590.000,1084550.435,-14.761,-14.001,-15.254,-127.904,2.345,2.438
12052,-9.759,-9.211,50.431,-1084680.000,1084640.431,-14.793,-14.019,-15.072,-127.527,2.378,2.388
12053,-9.979,-9.211,50.428,-1084770.000,1084730.428,-14.825,-14.055,-11.803,-127.149,2.383,2.448
12054,-9.979,-12.610,50.424,-1084860.000,1084820.424,-14.857,-13.747,-15.254,-126.771,3.270,2.394
12055,-9.759,-10.746,50.421,-1084950.000,1084910.421,-14.888,-13.964,-11.985,-126.391,2.792,2.379
12056,-9.540,-7.457,50.416,-1085040.000,1085000.416,-14.920,-14.309,-18.522,-126.010,1.942,2.383
12057,-9.540,-12.501,50.414,-1085130.000,1085090.414,-14.951,-13.855,-10.351,-125.628,3.262,2.307
12058,-9.540,-10.856,50.410,-1085220.000,1085180.410,-14.983,-14.037,-13.619,-125.246,2.839,2.337
12059,-9.759,-9.321,50.407,-1085310.000,1085270.407,-15.014,-14.219,-15.254,-124.862,2.442,2.422
12060,-9.650,-9.101,50.403,-1085400.000,1085360.403,-15.045,-14.273,-15.617,-124.477,2.390,2.404
12061,-9.540,-14.584,50.400,-1085490.000,1085450.400,-15.076,-13.765,-10.169,-124.092,3.838,2.292
12062,-9.759,-12.720,50.396,-1085580.000,1085540.396,-15.107,-13.983,-17.251,-123.705,3.354,2.382
12063,-9.759,-9.321,50.392,-1085670.000,1085630.392,-15.138,-14.346,-15.435,-123.318,2.463,2.444
12064,-9.540,-12.720,50.389,-1085760.000,1085720.389,-15.169,-14.037,-12.167,-122.929,3.368,2.337
12065,-9.650,-6.031,50.384,-1085850.000,1085810.384,-15.199,-14.727,-18.886,-122.540,1.600,2.480
12066,-9.979,-14.694,50.382,-1085940.000,1085900.382,-15.230,-13.910,-10.351,-122.150,3.906,2.423
12067,-9.979,-9.540,50.378,-1086030.000,1085990.378,-15.261,-14.437,-15.617,-121.758,2.541,2.514
12068,-10.198,-7.786,50.374,-1086120.000,1086080.374,-15.291,-14.636,-15.617,-121.366,2.078,2.605
12069,-10.198,-11.295,50.371,-1086210.000,1086170.371,-15.321,-14.328,-12.167,-120.973,3.020,2.550
12070,-9.979,-13.268,50.367,-1086300.000,1086260.367,-15.351,-14.164,-13.983,-120.579,3.555,2.467
12071,-10.088,-7.786,50.363,-1086390.000,1086350.363,-15.381,-14.727,-15.799,-120.184,2.090,2.593
12072,-10.088,-9.540,50.359,-1086480.000,1086440.359,-15.411,-14.582,-15.799,-119.787,2.566,2.568
12073,-10.088,-9.430,50.356,-1086570.000,1086530.356,-15.441,-14.618,-15.799,-119.390,2.542,2.574
12074,-10.198,-9.540,50.352,-1086660.000,1086620.352,-15.471,-14.636,-12.348,-118.993,2.576,2.605
12075,-10.198,-12.830,50.348,-1086750.000,1086710.348,-15.501,-14.346,-15.980,-118.594,3.471,2.553
12076,-9.979,-11.295,50.345,-1086840.000,1086800.345,-15.530,-14.527,-12.167,-118.194,3.061,2.530
12077,-9.759,-7.457,50.340,-1086930.000,1086890.340,-15.560,-14.927,-19.612,-117.793,2.025,2.543
12078,-9.759,-12.939,50.338,-1087020.000,1086980.338,-15.589,-14.418,-10.532,-117.392,3.521,2.456
12079,-9.540,-11.185,50.334,-1087110.000,1087070.334,-15.619,-14.618,-14.164,-116.989,3.049,2.434
12080,-9.650,-9.321,50.330,-1087200.000,1087160.330,-15.648,-14.836,-16.162,-116.585,2.546,2.499
12081,-9.650,-9.430,50.326,-1087290.000,1087250.326,-15.677,-14.854,-15.980,-116.181,2.580,2.502
12082,-9.650,-14.804,50.324,-1087380.000,1087340.324,-15.706,-14.346,-10.714,-115.776,4.058,2.416
12083,-9.759,-13.049,50.319,-1087470.000,1087430.319,-15.735,-14.546,-17.796,-115.369,3.584,2.478
12084,-9.759,-9.650,50.315,-1087560.000,1087520.315,-15.764,-14.909,-15.980,-114.962,2.655,2.539
12085,-9.650,-13.707,50.312,-1087650.000,1087610.312,-15.792,-14.546,-12.348,-114.554,3.778,2.450
12086,-9.650,-6.141,50.307,-1087740.000,1087700.307,-15.821,-15.308,-19.794,-114.145,1.696,2.578
12087,-10.088,-15.133,50.299,-1087830.000,1087790.299,-15.849,-14.455,-32.323,-113.735,4.186,2.545
12088,-10.088,-8.005,50.296,-1087920.000,1087880.296,-15.878,-15.181,-10.714,-113.324,2.218,2.673
12089,-9.979,-11.843,50.293,-1088010.000,1087970.293,-15.906,-14.836,-12.711,-112.913,3.288,2.584
12090,-9.759,-13.707,50.290,-1088100.000,1088060.290,-15.934,-14.673,-14.346,-112.500,3.812,2.499
12091,-9.759,-8.224,50.286,-1088190.000,1088150.286,-15.962,-15.236,-16.343,-112.086,2.291,2.595
12092,-9.869,-9.979,50.281,-1088280.000,1088240.281,-15.990,-15.090,-16.343,-111.672,2.785,2.599
12093,-9.869,-10.088,50.277,-1088370.000,1088330.277,-16.018,-15.108,-16.162,-111.256,2.820,2.602
12094,-10.088,-9.979,50.274,-1088460.000,1088420.274,-16.046,-15.145,-12.711,-110.840,2.795,2.667
12095,-10.198,-13.597,50.270,-1088550.000,1088510.270,-16.074,-14.818,-16.525,-110.423,3.815,2.637
12096,-10.088,-11.624,50.267,-1088640.000,1088600.267,-16.101,-15.036,-12.893,-110.005,3.266,2.647
12097,-10.088,-7.895,50.262,-1088730.000,1088690.262,-16.129,-15.435,-20.157,-109.586,2.222,2.718
12098,-9.979,-13.488,50.259,-1088820.000,1088780.259,-16.156,-14.909,-10.896,-109.166,3.803,2.597
12099,-10.088,-11.733,50.255,-1088910.000,1088870.255,-16.183,-15.108,-14.709,-108.745,3.314,2.660
12100,-10.198,-9.540,50.251,-1089000.000,1088960.251,-16.210,-15.345,-16.706,-108.324,2.699,2.731
12101,-10.198,-9.650,50.247,-1089090.000,1089050.247,-16.237,-15.363,-16.525,-107.901,2.735,2.734
12102,-10.417,-15.352,50.244,-1089180.000,1089140.244,-16.264,-14.836,-11.077,-107.478,4.358,2.697
12103,-10.637,-13.159,50.240,-1089270.000,1089230.240,-16.291,-15.072,-18.522,-107.053,3.741,2.798
12104,-10.746,-9.321,50.236,-1089360.000,1089320.236,-16.318,-15.472,-16.706,-106.628,2.655,2.902
12105,-10.527,-12.939,50.232,-1089450.000,1089410.232,-16.344,-15.145,-13.256,-106.202,3.691,2.783
12106,-10.527,-5.592,50.227,-1089540.000,1089500.227,-16.371,-15.889,-20.338,-105.775,1.598,2.919
12107,-10.856,-14.913,50.224,-1089630.000,1089590.224,-16.397,-15.000,-11.259,-105.347,4.268,2.842
12108,-10.856,-9.211,50.220,-1089720.000,1089680.220,-16.424,-15.581,-16.706,-104.919,2.640,2.952
12109,-10.856,-7.237,50.216,-1089810.000,1089770.216,-16.450,-15.799,-16.888,-104.489,2.078,2.993
12110,-10.637,-11.075,50.213,-1089900.000,1089860.213,-16.476,-15.453,-13.256,-104.059,3.185,2.869
12111,-10.417,-12.830,50.209,-1089990.000,1089950.209,-16.502,-15.308,-15.072,-103.627,3.695,2.783
12112,-10.527,-7.128,50.205,-1090080.000,1090040.205,-16.528,-15.889,-16.888,-103.195,2.056,2.919
12113,-10.308,-8.992,50.200,-1090170.000,1090130.200,-16.553,-15.726,-16.888,-102.762,2.598,2.829
12114,-10.088,-8.882,50.196,-1090260.000,1090220.196,-16.579,-15.762,-17.070,-102.328,2.570,2.775
12115,-10.088,-9.101,50.193,-1090350.000,1090310.193,-16.605,-15.762,-13.256,-101.893,2.638,2.775
12116,-9.979,-12.720,50.189,-1090440.000,1090400.189,-16.630,-15.435,-17.070,-101.458,3.692,2.688
12117,-9.869,-10.966,50.185,-1090530.000,1090490.185,-16.655,-15.635,-13.256,-101.021,3.188,2.693
12118,-9.430,-6.908,50.180,-1090620.000,1090580.180,-16.680,-16.053,-20.883,-100.584,2.011,2.642
12119,-9.101,-12.939,50.177,-1090710.000,1090670.177,-16.706,-15.490,-11.259,-100.146,3.773,2.461
12120,-9.430,-11.075,50.173,-1090800.000,1090760.173,-16.731,-15.690,-15.254,-99.707,3.234,2.582
12121,-9.650,-9.101,50.169,-1090890.000,1090850.169,-16.755,-15.907,-17.251,-99.267,2.662,2.679
12122,-9.650,-9.211,50.165,-1090980.000,1090940.165,-16.780,-15.926,-17.070,-98.826,2.698,2.682
12123,-9.540,-15.023,50.162,-1091070.000,1091030.162,-16.805,-15.381,-11.440,-98.385,4.406,2.561
12124,-9.540,-13.159,50.157,-1091160.000,1091120.157,-16.829,-15.581,-19.067,-97.942,3.865,2.594
12125,-9.540,-9.540,50.153,-1091250.000,1091210.153,-16.854,-15.962,-17.070,-97.499,2.806,2.658
12126,-9.759,-13.488,50.150,-1091340.000,1091300.150,-16.878,-15.599,-13.438,-97.055,3.973,2.657
12127,-9.869,-5.921,50.144,-1091430.000,1091390.144,-16.902,-16.361,-20.883,-96.610,1.747,2.818
12128,-10.088,-15.790,50.141,-1091520.000,1091480.141,-16.926,-15.417,-11.440,-96.165,4.665,2.715
12129,-10.198,-9.869,50.137,-1091610.000,1091570.137,-16.950,-16.016,-17.251,-95.718,2.920,2.851
12130,-10.308,-8.115,50.133,-1091700.000,1091660.133,-16.974,-16.216,-17.251,-95.271,2.404,2.917
12131,-10.417,-12.172,50.129,-1091790.000,1091750.129,-16.998,-15.835,-13.438,-94.823,3.611,2.879
12132,-10.417,-14.255,50.126,-1091880.000,1091840.126,-17.022,-15.653,-15.254,-94.374,4.235,2.846
12133,-10.637,-8.772,50.121,-1091970.000,1091930.121,-17.045,-16.216,-17.070,-93.924,2.610,3.010
12134,-10.527,-10.856,50.117,-1092060.000,1092020.117,-17.069,-16.035,-17.251,-93.473,3.234,2.946
12135,-10.417,-10.856,50.113,-1092150.000,1092110.113,-17.092,-16.053,-17.251,-93.022,3.238,2.919
12136,-10.856,-11.075,50.109,-1092240.000,1092200.109,-17.115,-16.053,-13.438,-92.569,3.308,3.042
12137,-10.856,-13.049,50.099,-1092330.000,1092290.099,-17.138,-15.889,-42.311,-92.116,3.903,3.011
12138,-10.856,-9.101,50.096,-1092420.000,1092380.096,-17.161,-16.289,-9.624,-91.663,2.726,3.086
12139,-10.856,-15.133,50.094,-1092510.000,1092470.094,-17.184,-15.726,-11.622,-91.208,4.539,2.980
12140,-10.746,-13.268,50.090,-1092600.000,1092560.090,-17.207,-15.926,-15.435,-90.752,3.985,2.987
12141,-10.856,-11.295,50.085,-1092690.000,1092650.085,-17.229,-16.144,-17.433,-90.296,3.396,3.059
12142,-10.856,-10.966,50.081,-1092780.000,1092740.081,-17.252,-16.198,-17.614,-89.839,3.302,3.069
12143,-10.856,-16.887,50.078,-1092870.000,1092830.078,-17.274,-15.635,-11.622,-89.381,5.091,2.962
12144,-11.075,-14.694,50.073,-1092960.000,1092920.073,-17.297,-15.871,-19.612,-88.923,4.436,3.068
12145,-11.075,-10.637,50.069,-1093050.000,1093010.069,-17.319,-16.289,-17.614,-88.463,3.215,3.149
12146,-10.966,-14.365,50.065,-1093140.000,1093100.065,-17.341,-15.944,-13.801,-88.003,4.348,3.051
12147,-11.075,-6.470,50.060,-1093230.000,1093190.060,-17.363,-16.743,-21.609,-87.542,1.961,3.236
12148,-11.404,-15.900,50.057,-1093320.000,1093280.057,-17.385,-15.835,-11.985,-87.080,4.824,3.152
12149,-11.404,-9.979,50.052,-1093410.000,1093370.052,-17.406,-16.434,-17.614,-86.617,3.032,3.271
12150,-11.404,-7.676,50.048,-1093500.000,1093460.048,-17.428,-16.688,-17.978,-86.154,2.335,3.322
12151,-11.404,-11.404,50.044,-1093590.000,1093550.044,-17.449,-16.343,-13.983,-85.690,3.473,3.253
12152,-11.075,-13.268,50.040,-1093680.000,1093640.040,-17.471,-16.180,-15.980,-85.225,4.046,3.128
12153,-11.185,-6.799,50.036,-1093770.000,1093730.036,-17.492,-16.834,-18.159,-84.759,2.076,3.286
12154,-11.075,-8.663,50.031,-1093860.000,1093820.031,-17.513,-16.670,-17.978,-84.293,2.648,3.222
12155,-10.637,-8.224,50.027,-1093950.000,1093910.027,-17.534,-16.725,-18.159,-83.826,2.517,3.105
12156,-10.637,-8.115,50.023,-1094040.000,1094000.023,-17.555,-16.761,-14.164,-83.358,2.486,3.112
12157,-10.527,-11.843,50.019,-1094130.000,1094090.019,-17.576,-16.416,-18.159,-82.889,3.633,3.016
12158,-10.198,-9.979,50.015,-1094220.000,1094180.015,-17.597,-16.616,-13.983,-82.420,3.065,2.957
12159,-9.979,-5.373,50.010,-1094310.000,1094270.010,-17.617,-17.088,-22.336,-81.949,1.652,2.976
12160,-9.759,-11.514,50.007,-1094400.000,1094360.007,-17.637,-16.507,-12.167,-81.478,3.544,2.812
